Hospital Name,City,Staffed,Total,Patient,Gross Patient
Ascension St. Vincent's Riverside Hospital,Jacksonville,479,"22,120","100,077","$2,694,039 "
Ascension St. Vincent's Southside Hospital,Jacksonville,260,"10,336","36,846","$1,059,584 "
Aventura Hospital and Medical Center,Aventura,407,"17,469","93,237","$2,835,786 "
Baptist Heart Hospital,Jacksonville,0,0,0,$0 
Baptist Hospital,Miami,728,"30,801","184,360","$4,986,909 "
Baptist Hospital,Pensacola,326,"15,285","71,207","$1,734,095 "
Baptist Medical Center Beaches,Jacksonville Beach,135,"7,141","28,911","$631,948 "
Baptist Medical Center Jacksonville,Jacksonville,903,"47,191","234,200","$5,366,852 "
Baptist Medical Center Nassau,Fernandina Beach,54,"4,122","12,556","$327,860 "
Baptist Medical Center South,Jacksonville,0,0,0,$0 
Bartow Regional Medical Center,Bartow,72,"3,005","11,481","$367,534 "
Bascom Palmer Eye Institute,Miami,56,51,165,"$558,211 "
Bay Medical Sacred Heart,Panama City,293,"11,247","59,970","$1,365,212 "
Bay Pines VA Healthcare System,Bay Pines,0,0,0,$0 
Bayfront Health Brooksville,Brooksville,244,"9,534","38,369","$1,596,322 "
Bayfront Health Port Charlotte,Port Charlotte,254,"10,620","49,813","$1,668,703 "
Bayfront Health Punta Gorda,Punta Gorda,176,"3,944","16,972","$593,404 "
Bayfront Health Seven Rivers,Crystal River,128,"5,922","24,309","$784,268 "
Bayfront Health Spring Hill,Spring Hill,88,"4,933","19,869","$90,265 "
Bayfront Health St. Petersburg,Saint Petersburg,358,"15,135","71,251","$1,972,501 "
Bethesda Hospital East,Boynton Beach,467,"19,615","96,152","$1,974,998 "
Bethesda Hospital West,Boynton Beach,0,0,0,$0 
Blake Medical Center,Bradenton,383,"13,892","68,516","$2,028,143 "
Boca Raton Regional Hospital,Boca Raton,370,"19,708","90,734","$2,296,757 "
Brandon Regional Hospital,Brandon,418,"24,027","95,205","$3,739,343 "
Broward Health Coral Springs,Coral Springs,196,"10,900","46,694","$727,024 "
Broward Health Imperial Point,Fort Lauderdale,174,"5,477","17,000","$512,528 "
Broward Health Medical Center,Fort Lauderdale,632,"22,268","124,192","$2,073,846 "
Broward Health North,Deerfield Beach,334,"12,749","60,958","$1,014,901 "
Cape Coral Hospital,Cape Coral,280,"16,010","66,464","$1,295,158 "
Capital Regional Medical Center,Tallahassee,266,"16,269","65,165","$1,995,337 "
Central Florida Regional Hospital,Sanford,221,"11,676","51,163","$1,607,491 "
Citrus Memorial Hospital,Inverness,204,"10,707","45,670","$1,821,012 "
Cleveland Clinic in Florida - Weston,Weston,206,"11,392","51,827","$1,283,978 "
Cleveland Clinic Indian River Hospital,Vero Beach,332,"13,128","52,737","$1,189,462 "
Cleveland Clinic Martin Medical Center,Stuart,521,"106,929","125,109","$2,969,077 "
Cleveland Clinic Martin South Hospital,Stuart,0,0,0,$0 
Cleveland Clinic Tradition Hospital,Port St. Lucie,0,0,0,$0 
Coral Gables Hospital,Coral Gables,245,"7,861","29,292","$1,119,179 "
Delray Medical Center,Delray Beach,512,"16,226","78,272","$3,255,475 "
DeSoto Memorial Hospital,Arcadia,49,"1,181","3,314","$121,351 "
Doctors Hospital,Coral Gables,281,"5,634","24,705","$714,768 "
Doctors Hospital of Sarasota,Sarasota,155,"7,665","29,635","$1,288,037 "
Doctors' Memorial Hospital,Perry,48,711,"1,924","$55,514 "
Dr. P. Phillips Hospital,Orlando,0,0,0,$0 
Ed Fraser Memorial Hospital,MacClenny,89,313,925,"$70,973 "
Englewood Community Hospital,Englewood,100,"3,352","10,419","$644,264 "
Fawcett Memorial Hospital,Port Charlotte,237,"10,640","51,555","$2,047,779 "
Flagler Hospital,Saint Augustine,335,"13,519","57,766","$1,126,173 "
Florida Medical Center,Fort Lauderdale,434,"9,083","49,815","$839,316 "
Florida State Hospital,Chattahoochee,58,0,"1,726","$4,381 "
Fort Walton Beach Medical Center,Fort Walton Beach,267,"12,172","60,969","$3,069,238 "
Good Samaritan Medical Center,West Palm Beach,333,"9,845","46,573","$2,019,326 "
Gulf Breeze Hospital,Gulf Breeze,65,"3,727","13,614","$537,475 "
Gulf Coast Medical Center,Fort Myers,356,"22,364","103,496","$1,969,031 "
Gulf Coast Regional Medical Center,Panama City,222,"12,143","54,372","$1,968,045 "
Halifax Health Medical Center of Daytona Beach,Daytona Beach,544,"20,678","109,708","$1,849,640 "
Halifax Health Medical Center of Port Orange,Port Orange,0,0,0,$0 
Halifax Health/UF Health Medical Center of Deltona,Deltona,0,0,0,$0 
Health Central Hospital,Ocoee,211,"11,883","52,212","$1,185,843 "
Health First Cape Canaveral Hospital,Cocoa Beach,150,"7,668","30,752","$671,896 "
Health First Holmes Regional Medical Center,Melbourne,514,"30,103","145,675","$2,649,960 "
Healthmark Regional Medical Center,Defuniak Springs,50,587,"2,398","$33,112 "
HealthPark Medical Center,Fort Myers,0,0,0,$0 
Hialeah Hospital,Hialeah,362,"12,735","51,546","$1,396,187 "
Highlands Regional Medical Center,Sebring,110,"3,269","13,064","$416,974 "
Holy Cross Hospital,Fort Lauderdale,357,"15,007","66,969","$1,623,568 "
Homestead Hospital,Homestead,142,"9,170","34,865","$1,066,989 "
Jackson Hospital,Marianna,66,"2,733","13,281","$155,213 "
Jackson Memorial Hospital,Miami,"1,663","56,014","384,757","$5,536,420 "
Jackson North Medical Center,North Miami Beach,0,0,0,$0 
Jackson South Medical Center,Miami,192,"8,219","40,306","$164,920 "
James A. Haley Veterans' Hospital,Tampa,0,0,0,$0 
Jay Hospital,Jay,21,509,"2,254","$48,782 "
JFK Medical Center - Main,Atlantis,715,"32,869","144,489","$5,765,143 "
JFK Medical Center - North Campus,West Palm Beach,229,"5,660","23,739","$743,224 "
Jupiter Medical Center,Jupiter,207,"12,704","46,549","$1,055,389 "
Kendall Regional Medical Center,Miami,417,"21,569","109,639","$4,114,556 "
Lake City Medical Center,Lake City,91,"6,083","22,216","$726,800 "
Lake City VA Medical Center,Lake City,0,0,0,$0 
Lakeland Regional Health Medical Center,Lakeland,864,"38,750","180,554","$4,063,723 "
Lakeside Medical Center,Belle Glade,54,"1,981","8,337","$130,482 "
Lakewood Ranch Medical Center,Lakewood Ranch,120,"6,417","24,280","$825,903 "
Largo Medical Center,Largo,363,"12,139","64,095","$2,774,965 "
Largo Medical Center - Indian Rocks Campus,Largo,177,"4,886","22,705","$199,048 "
Larkin Community Hospital Palm Springs Campus,Hialeah,119,"3,979","21,726","$264,485 "
Larkin Community Hospital South Miami,South Miami,121,"4,124","25,570","$412,525 "
Lawnwood Regional Medical Center & Heart Institute,Fort Pierce,380,"16,421","91,467","$3,092,257 "
Lee Memorial Hospital,Fort Myers,818,"39,787","183,739","$4,307,180 "
Leesburg Regional Medical Center,Leesburg,329,"13,986","67,813","$846,890 "
Lehigh Regional Medical Center,Lehigh Acres,78,"2,473","9,451","$291,320 "
Lower Keys Medical Center,Key West,120,"2,784","10,960","$414,941 "
Malcom Randall VA Medical Center,Gainesville,0,0,0,$0 
Manatee Memorial Hospital,Bradenton,295,"18,448","79,866","$2,241,078 "
Mayo Clinic Hospital in Florida,Jacksonville,277,"14,727","72,919","$1,773,514 "
Mease Countryside Hospital,Safety Harbor,311,"15,981","76,785","$1,509,467 "
Mease Dunedin Hospital,Dunedin,112,"6,705","28,977","$456,730 "
Medical Center of Trinity,Trinity,307,"13,759","61,641","$2,634,521 "
Melbourne Regional Medical Center,Melbourne,113,"2,776","11,053","$623,540 "
Memorial Hospital,Jacksonville,418,"19,782","103,754","$3,721,938 "
Memorial Hospital Miramar,Miramar,178,"8,883","37,257","$1,186,123 "
Memorial Hospital of Tampa,Tampa,183,"4,039","16,067","$884,848 "
Memorial Hospital Pembroke,Pembroke Pines,301,"6,501","31,335","$1,024,004 "
Memorial Hospital West,Pembroke Pines,486,"19,937","108,612","$3,700,417 "
Memorial Regional Hospital,Hollywood,"1,013","30,148","194,862","$6,680,129 "
Memorial Regional Hospital South,Hollywood,0,0,0,$0 
Mercy Hospital,Miami,343,"15,269","77,813","$1,107,218 "
Miami Jewish Health Systems,Miami,454,295,"1,467","$73,858 "
Miami VA Healthcare System,Miami,0,0,0,$0 
Moffitt Cancer Center,Tampa,206,"9,422","60,293","$4,041,468 "
Morton Plant Hospital,Clearwater,710,"24,682","124,626","$2,771,943 "
Morton Plant North Bay Hospital,New Port Richey,217,"12,375","53,266","$727,146 "
Mount Sinai Medical Center,Miami Beach,589,"22,517","102,736","$2,506,116 "
Naval Hospital Jacksonville,Jacksonville,0,0,0,$0 
Naval Hospital Pensacola,Pensacola,0,0,0,$0 
NCH Baker Hospital Downtown,Naples,602,"24,467","130,500","$2,283,437 "
NCH North Naples Hospital,Naples,0,0,0,$0 
North Florida Regional Medical Center,Gainesville,414,"23,847","118,860","$4,696,861 "
North Okaloosa Medical Center,Crestview,110,"5,130","21,143","$1,210,299 "
North Shore Medical Center,Miami,748,"23,084","104,740","$3,033,231 "
Northside Hospital & Tampa Bay Heart Institute,Saint Petersburg,221,"9,340","45,562","$1,775,781 "
Northwest Medical Center,Margate,228,"14,230","60,740","$2,295,671 "
Oak Hill Hospital,Brooksville,280,"19,220","88,074","$3,053,319 "
Ocala Regional Medical Center,Ocala,360,"25,175","114,851","$3,634,202 "
Orange Park Medical Center,Orange Park,317,"17,604","81,759","$3,790,797 "
Orlando Regional Medical Center,Orlando,"1,593","92,416","402,267","$11,828,934 "
Orlando VA Medical Center,Orlando,0,0,0,$0 
Osceola Regional Medical Center,Kissimmee,404,"22,863","106,404","$3,851,794 "
Oviedo Medical Center,Oviedo,64,"3,140","11,846","$466,029 "
Palm Bay Hospital,Palm Bay,138,"6,968","29,202","$628,161 "
Palm Beach Gardens Medical Center,Palm Beach Gardens,199,"10,297","47,526","$1,721,868 "
Palmetto General Hospital,Hialeah,367,"19,282","77,738","$2,360,562 "
Palms of Pasadena Hospital,Saint Petersburg,187,"5,017","26,964","$978,309 "
Palms West Hospital,Loxahatchee,204,"13,440","56,335","$1,718,009 "
Parrish Medical Center,Titusville,210,"6,641","28,902","$624,812 "
Physicians Regional - Collier Boulevard,Naples,0,0,0,$0 
Physicians Regional - Pine Ridge,Naples,201,"10,474","41,713","$2,029,704 "
Plantation General Hospital,Plantation,660,"22,885","112,045","$3,645,501 "
Poinciana Medical Center,Kissimmee,76,"4,207","15,817","$1,029,193 "
Putnam Community Medical Center,Palatka,99,"5,469","22,853","$636,532 "
Raulerson Hospital,Okeechobee,100,"4,383","17,327","$600,776 "
Reception and Medical Center,Lake Butler,0,0,0,$0 
Regional Medical Center Bayonet Point,Hudson,290,"16,433","74,093","$2,727,954 "
Rockledge Regional Medical Center,Rockledge,298,"7,766","41,296","$1,378,174 "
Saint Anthony's Hospital,Saint Petersburg,358,"20,441","87,153","$1,912,981 "
Saint Cloud Regional Medical Center,Saint Cloud,84,"4,051","15,898","$474,436 "
Saint Joseph's Hospital,Tampa,"1,062","51,623","272,183","$5,173,653 "
Saint Joseph's Hospital - North,Lutz,0,0,0,$0 
Saint Joseph's Hospital - South,Riverview,0,0,0,$0 
Saint Joseph's Women's Hospital,Tampa,0,0,0,$0 
Saint Lucie Medical Center,Port Saint Lucie,229,"12,279","52,133","$1,736,148 "
Saint Mary's Medical Center,West Palm Beach,460,"16,283","88,365","$2,220,127 "
Saint Petersburg General Hospital,Saint Petersburg,168,"5,482","24,046","$1,191,761 "
Santa Rosa Medical Center,Milton,108,"4,399","15,065","$770,229 "
Sarasota Memorial Hospital,Sarasota,766,"33,296","149,329","$4,211,510 "
Sebastian River Medical Center,Sebastian,154,"4,738","20,752","$992,336 "
Shands Lake Shore Regional Medical Center,Lake City,87,"2,311","10,381","$246,802 "
South Bay Hospital,Sun City Center,138,"6,504","26,440","$814,150 "
South Florida Baptist Hospital,Plant City,147,"7,317","27,339","$672,739 "
South Lake Hospital,Clermont,170,"12,081","42,571","$1,374,024 "
South Miami Hospital,South Miami,436,"15,532","80,997","$1,946,781 "
South Seminole Hospital,Longwood,0,0,0,$0 
Sylvester Comprehensive Cancer Center,Miami,0,0,0,$0 
Tallahassee Memorial Healthcare,Tallahassee,475,"29,878","126,831","$2,927,304 "
Tampa Community Hospital,Tampa,201,"3,184","14,911","$545,181 "
Tampa General Hospital,Tampa,979,"47,752","275,019","$6,913,901 "
The Villages Regional Hospital,The Villages,307,"12,745","58,992","$759,219 "
Twin Cities Hospital,Niceville,65,"2,282","8,503","$646,265 "
UF Health Cancer Center at Orlando Health,Orlando,0,0,0,$0 
UF Health Jacksonville,Jacksonville,589,"29,255","154,674","$3,612,469 "
UF Health Shands Florida,Gainesville,"1,050","47,352","271,617","$5,586,238 "
UHealth Tower,Miami,524,"18,851","110,826","$7,572,475 "
University Hospital and Medical Center,Tamarac,305,"7,158","29,681","$1,143,902 "
Venice Regional Bayfront Health,Venice,229,"8,315","34,319","$1,387,995 "
Viera Hospital,Melbourne,84,"5,044","17,510","$533,209 "
Wellington Regional Medical Center,Wellington,233,"13,631","56,094","$1,401,617 "
West Boca Medical Center,West Boca Raton,194,"10,905","39,408","$1,194,850 "
West Florida Hospital,Pensacola,397,"19,029","84,999","$2,698,229 "
West Kendall Baptist Hospital,Miami,133,"8,006","33,578","$978,917 "
West Marion Community Hospital,Ocala,0,0,0,$0 
West Palm Beach VA Medical Center,West Palm Beach,0,0,0,$0 
Westchester General Hospital,Miami,125,"3,099","15,256","$178,828 "
Westside Regional Medical Center,Plantation,224,"13,562","59,869","$2,190,095 "
Winter Haven Hospital,Winter Haven,476,"19,025","87,178","$1,821,156 "
Winter Haven Women's Hospital,Winter Haven,0,0,0,$0 
