Hospital Name,City,Staffed,Total,Patient,Gross Patient
WellStar Atlanta Medical Center,Atlanta,528,"16,822","99,882","$1,961,059 "
WellStar Atlanta Medical Center - South Campus,East Point,198,"4,828","25,554","$580,936 "
WellStar Cobb Hospital,Austell,387,"18,504","94,690","$2,282,353 "
WellStar Douglas Hospital,Douglasville,102,"6,713","26,980","$893,194 "
WellStar Kennestone Hospital,Marietta,662,"40,080","195,673","$4,907,791 "
WellStar North Fulton Regional Hospital,Roswell,202,"6,871","31,733","$793,954 "
WellStar Paulding Hospital,Hiram,294,"8,229","28,236","$999,541 "
WellStar Spalding Regional Hospital,Griffin,160,"8,337","36,482","$810,313 "
WellStar West Georgia Medical Center,LaGrange,426,"7,824","32,337","$981,969 "
Winn Army Community Hospital,Fort Stewart,0,0,0,$0 
