Hospital Name,City,Staffed,Total,Patient,Gross Patient
University of Cincinnati Medical Center,Cincinnati,555,"24,131","151,997","$4,163,333 "
Upper Valley Medical Center,Troy,151,"5,267","19,261","$580,246 "
Van Wert County Hospital,Van Wert,61,"1,023","2,893","$91,545 "
Wayne Hospital,Greenville,52,"1,834","4,495","$153,433 "
West Chester Medical Center,West Chester,153,"9,128","36,758","$1,214,146 "
West Medical Center,Willoughby,0,0,0,$0 
Western Reserve Hospital,Cuyahoga Falls,83,"3,636","13,050","$834,107 "
Wilson Health,Sidney,71,"2,404","7,595","$249,537 "
Wood County Hospital,Bowling Green,103,"2,608","8,035","$216,735 "
Wooster Community Hospital,Wooster,136,"5,977","18,863","$293,444 "
