Hospital Name,City,Staffed,Total,Patient,Gross Patient
Touro Infirmary,New Orleans,325,"9,756","55,968","$1,462,644 "
Tulane Lakeside Hospital,Metairie,126,"2,845","13,221","$107,862 "
Tulane Medical Center,New Orleans,518,"18,764","93,920","$3,941,389 "
University Hospital and Clinics,Lafayette,52,"2,990","10,940","$375,902 "
University Medical Center New Orleans,New Orleans,324,"11,804","74,231","$1,766,842 "
Villa Feliciana Medical Complex,Jackson,297,7,19,$0 
West Calcasieu Cameron Hospital,Sulphur,107,"2,300","9,462","$192,034 "
West Carroll Memorial Hospital,Oak Grove,30,774,"2,825","$49,403 "
West Jefferson Medical Center,Marrero,255,"8,066","48,691","$1,287,681 "
Willis-Knighton Bossier Health Center,Bossier City,124,"7,341","30,875","$584,756 "
Willis-Knighton Medical Center,Shreveport,799,"32,313","166,803","$3,068,818 "
Willis-Knighton Pierremont Health Center,Shreveport,0,0,0,$0 
Willis-Knighton South & the Center for Women's Health,Shreveport,0,0,0,$0 
Winn Parish Medical Center,Winnfield,46,679,"2,422","$51,027 "
Woman's Hospital,Baton Rouge,228,"10,957","63,940","$509,730 "
