Hospital Name,City,Staffed,Total,Patient,Gross Patient
Mercy Hospital Springfield,Springfield,665,"36,279","176,726","$3,894,850 "
Mercy Hospital Washington,Washington,148,"6,706","22,181","$895,010 "
Missouri Baptist Medical Center,Saint Louis,426,"21,022","96,662","$1,768,843 "
Missouri Delta Medical Center,Sikeston,133,"3,276","13,231","$339,833 "
Moberly Regional Medical Center,Moberly,51,919,"2,694","$229,499 "
Mosaic Life Care at St. Joseph Medical Center,Saint Joseph,352,"21,465","72,356","$1,299,870 "
Mosaic Medical Center - Maryville,Maryville,52,"1,115","2,735","$109,014 "
Nevada Regional Medical Center,Nevada,71,976,"3,100","$99,757 "
North Kansas City Hospital,North Kansas City,411,"13,097","84,421","$1,842,372 "
Northeast Regional Medical Center,Kirksville,51,"2,309","8,206","$327,020 "
Ozarks Medical Center,West Plains,103,"5,687","19,661","$449,184 "
Parkland Health Center - Farmington,Farmington,108,"3,209","10,124","$327,603 "
Pemiscot Memorial Main Hospital,Hayti,167,"1,428","5,565","$84,053 "
Phelps Health Hospital,Rolla,242,"4,963","19,524","$901,953 "
Poplar Bluff Regional Medical Center - Oak Grove,Poplar Bluff,232,"11,000","47,531","$1,502,951 "
Progress West Hospital,O'Fallon,68,"3,300","12,732","$218,750 "
Research Medical Center,Kansas City,442,"16,398","90,052","$3,169,050 "
Saint Alexius Hospital - Broadway Campus,Saint Louis,178,"2,534","19,589","$150,325 "
Saint Francis Medical Center,Cape Girardeau,307,"10,055","49,798","$2,206,268 "
Saint Joseph Medical Center,Kansas City,141,"6,316","25,250","$714,629 "
Saint Luke's Des Peres Hospital,Saint Louis,88,"3,255","9,494","$399,097 "
Saint Luke's East Hospital,Lee's Summit,184,"13,566","55,824","$1,391,863 "
Saint Luke's Hospital,Chesterfield,464,"14,702","68,296","$1,657,627 "
Saint Luke's Hospital of Kansas City,Kansas City,460,"21,183","125,303","$3,189,020 "
Saint Luke's North Hospital - Barry Road,Kansas City,0,0,0,$0 
Saint Luke's North Hospital - Smithville,Smithville,130,"7,198","28,863","$656,435 "
Saint Mary's Medical Center,Blue Springs,83,"4,690","17,366","$497,519 "
Southeast Health Center of Stoddard County,Dexter,48,"1,508","4,841","$84,093 "
Southeast Hospital,Cape Girardeau,194,"7,639","40,153","$1,113,506 "
SSM Health Saint Clare Hospital - Fenton,Fenton,180,"12,032","43,406","$717,911 "
SSM Health Saint Joseph Hospital-Saint Charles,Saint Charles,256,"13,836","60,222","$804,686 "
SSM Health DePaul Hospital - St. Louis,Bridgeton,516,"25,205","105,281","$1,582,353 "
SSM Health Rehabilitation Hospital - Bridgeton,Bridgeton,0,0,0,$0 
SSM Health Rehabilitation Hospital- Lake Saint Louis,Lake Saint Louis,0,0,0,$0 
SSM Health Saint Joseph Health Center - Wentzville,Wentzville,86,588,"1,071","$25,961 "
SSM Health Saint Joseph Hospital - Lake Saint Louis,Lake Saint Louis,199,"10,902","37,284","$688,537 "
SSM Health Saint Louis University Hospital,Saint Louis,327,"21,743","89,302","$2,306,321 "
SSM Health Saint Mary's Hospital - Audrain,Mexico,60,"1,598","4,571","$162,814 "
SSM Health Saint Mary's Hospital - Jefferson City,Jefferson City,167,"6,861","26,602","$431,517 "
SSM Health Saint Mary's Hospital - Saint Louis,Saint Louis,676,"28,259","106,887","$2,087,284 "
Texas County Memorial Hospital,Houston,47,"1,191","3,701","$79,865 "
TMC Health Sciences District.,Kansas City,238,"12,317","73,618","$797,319 "
Truman Medical Center Lakewood,Kansas City,298,"4,416","22,452","$284,036 "
University of Missouri Hospital,Columbia,591,"25,942","137,555","$3,250,369 "
Western Missouri Medical Center,Warrensburg,58,"2,468","8,485","$247,605 "
