Hospital Name,City,Staffed,Total,Patient,Gross Patient
Southern Tennessee - Lawrenceburg,Lawrenceburg,99,"1,796","6,010","$225,733 "
Southern Tennessee - Sewanee,Sewanee,0,0,0,$0 
Southern Tennessee - Winchester,Winchester,198,"3,318","11,575","$481,122 "
Southern Tennessee Regional Health System,Pulaski,95,"1,677","5,637","$188,707 "
Starr Regional Medical Center - Athens,Athens,194,"2,323","9,029","$458,601 "
Sumner Regional Medical Center,Gallatin,155,"6,801","27,484","$891,817 "
Sweetwater Hospital Association,Sweetwater,59,"1,942","9,690","$223,045 "
Sycamore Shoals Hospital,Elizabethton,121,"3,101","11,747","$328,462 "
Tennova Healthcare - Cleveland Main Campus,Cleveland,183,"9,146","40,417","$1,313,201 "
Tennova Healthcare - Harton,Tullahoma,74,"3,538","13,865","$572,743 "
Tennova Healthcare - Shelbyville,Shelbyville,44,"1,278","3,325","$205,657 "
Tennova Healthcare Clarksville,Clarksville,254,"9,067","38,873","$1,126,121 "
TriStar Centennial Medical Center,Nashville,604,"30,644","154,623","$4,700,043 "
TriStar Hendersonville Medical Center,Hendersonville,129,"6,945","26,110","$976,821 "
TriStar Horizon Medical Center,Dickson,103,"5,408","19,925","$659,979 "
TriStar Skyline Madison Campus,Madison,230,"4,149","19,412","$71,062 "
TriStar Skyline Medical Center,Nashville,353,"16,673","89,226","$2,207,071 "
TriStar Southern Hills Medical Center,Nashville,119,"4,445","18,779","$791,332 "
TriStar StoneCrest Medical Center,Smyrna,109,"5,875","21,112","$805,138 "
TriStar Summit Medical Center,Hermitage,190,"12,275","47,583","$1,544,674 "
TrustPoint Hospital,Murfreesboro,217,1,18,"$71,060 "
Turkey Creek Medical Center,Knoxville,107,"5,475","22,660","$305,217 "
Unicoi County Hospital,Erwin,56,442,"1,395","$61,826 "
Unity Medical Center,Manchester,49,957,"3,242","$61,596 "
University of Tennessee Medical Center,Knoxville,632,"30,393","171,796","$3,319,870 "
VA Tennessee Valley Healthcare System - Nashville Campus,Nashville,0,0,0,$0 
Vanderbilt University Hospital,Nashville,"1,046","61,271","325,118","$12,575,367 "
Vanderbilt Wilson County Hospital,Lebanon,245,"3,520","16,273","$738,254 "
Volunteer Hospital,Martin,38,"1,171","3,282","$165,700 "
Wayne Medical Center,Waynesboro,30,435,"1,276","$42,628 "
West Tennessee Healthcare North Hospital,Jackson,115,"3,549","16,129","$659,445 "
Williamson Medical Center,Franklin,185,"8,523","34,370","$714,018 "
