Hospital Name,City,Staffed,Total,Patient,Gross Patient
CHA Hollywood Presbyterian Medical Center,Los Angeles,434,"12,157","57,819","$933,245 "
Chapman Global Medical Center,Orange,114,"1,951","5,705","$203,683 "
Chinese Hospital,San Francisco,65,"1,188","5,357","$174,600 "
Chino Valley Medical Center,Chino,112,"5,235","15,076","$367,010 "
City of Hope Comprehensive Cancer Center,Duarte,217,"6,595","73,030","$3,850,813 "
Clovis Community Medical Center,Clovis,208,"15,196","70,096","$1,521,612 "
Coast Plaza Hospital,Norwalk,117,"2,401","10,857","$241,144 "
College Hospital Costa Mesa,Costa Mesa,122,"4,001","40,694","$103,658 "
College Medical Center,Long Beach,221,"8,949","63,677","$278,370 "
Colusa Medical Center,Colusa,48,930,"3,349","$44,455 "
Community Hospital of Huntington Park,Huntington Park,81,"3,385","13,865","$380,344 "
Community Hospital of San Bernardino,San Bernardino,347,"7,284","32,372","$1,158,147 "
Community Hospital of the Monterey Peninsula,Monterey,286,"10,600","53,689","$1,843,628 "
Community Memorial Hospital,Ventura,201,"11,698","50,701","$1,421,945 "
Community Regional Medical Center,Fresno,887,"38,619","227,803","$4,808,260 "
Concord Medical Center,Concord,244,"11,397","53,393","$3,091,763 "
Contra Costa Regional Medical Center,Martinez,147,"6,412","42,614","$815,755 "
Corona Regional Medical Center,Corona,238,"7,314","30,686","$979,800 "
CPMC Davies Campus,San Francisco,223,"3,123","15,735","$686,866 "
CPMC Mission Bernal Campus,San Francisco,120,"3,348","16,566","$414,786 "
CPMC Van Ness Campus,San Francisco,0,0,0,$0 
Dameron Hospital,Stockton,170,"3,523","13,298","$969,432 "
Delano Regional Medical Center,Delano,107,"2,370","8,658","$194,164 "
Desert Regional Medical Center,Palm Springs,369,"19,134","88,402","$4,051,609 "
Desert Valley Hospital,Victorville,148,"9,285","38,260","$888,531 "
Doctors Hospital of Manteca,Manteca,73,"3,789","15,639","$1,109,544 "
Doctors Medical Center of Modesto,Modesto,447,"22,967","115,622","$6,160,383 "
Dominican Hospital,Santa Cruz,222,"10,129","47,680","$1,966,666 "
East Los Angeles Doctors Hospital,Los Angeles,127,"2,865","13,617","$326,751 "
Eden Medical Center,Castro Valley,130,"8,424","40,214","$1,214,602 "
Eisenhower Medical Center,Rancho Mirage,368,"19,581","68,795","$3,889,867 "
El Camino Hospital Los Gatos Campus,Los Gatos,0,0,0,$0 
El Camino Hospital Mountain View Campus,Mountain View,443,"22,741","82,128","$3,297,556 "
El Centro Regional Medical Center,El Centro,161,"5,477","24,960","$779,464 "
Emanate Health Foothill Presbyterian Hospital,Glendora,105,"5,685","24,141","$366,130 "
Emanate Health Inter-Community Hospital,Covina,516,"23,279","101,478","$1,330,022 "
Emanate Health Queen of the Valley Hospital,West Covina,325,"17,166","93,266","$661,125 "
Emanuel Medical Center,Turlock,209,"9,059","35,880","$2,162,361 "
Encino Hospital Medical Center,Encino,148,"3,066","12,251","$270,830 "
Enloe Medical Center,Chico,338,"19,702","82,842","$3,128,210 "
Fairmont Rehabilitation and Wellness,San Leandro,0,0,0,$0 
Fairview Developmental Center,Costa Mesa,30,41,359,"$114,208 "
Fontana Medical Center,Fontana,626,"32,864","141,541","$4,404,480 "
Foothill Regional Medical Center,Tustin,177,"2,601","10,338","$350,895 "
Fountain Valley Regional Hospital and Medical Center,Fountain Valley,400,"19,041","90,669","$2,671,042 "
French Hospital Medical Center,San Luis Obispo,98,"4,712","18,833","$742,733 "
Fresno Heart & Surgical Hospital,Fresno,57,"3,127","11,353","$331,411 "
Fresno Medical Center,Fresno,169,"8,227","31,848","$735,472 "
Fresno Surgical Hospital,Fresno,27,"1,790","2,234","$302,064 "
Garden Grove Hospital and Medical Center,Garden Grove,167,"5,058","19,814","$343,018 "
Garfield Medical Center,Monterey Park,210,"9,833","52,451","$1,627,916 "
Glendale Memorial Hospital & Health Center,Glendale,304,"9,565","42,116","$985,441 "
Glendora Oaks Behavioral Health Hospital,Glendora,128,"1,817","10,081","$99,945 "
Goleta Valley Cottage Hospital,Santa Barbara,28,"1,687","3,629","$246,779 "
Good Samaritan Hospital,San Jose,342,"16,472","81,332","$4,641,559 "
Good Samaritan Hospital,Los Angeles,310,"11,766","68,981","$1,666,481 "
Good Samaritan Hospital North,Bakersfield,64,"1,120","4,611","$43,101 "
Greater El Monte Community Hospital,South El Monte,117,"3,144","14,772","$323,789 "
Harbor-UCLA Medical Center,Torrance,428,"17,504","90,535","$2,191,561 "
Hazel Hawkins Memorial Hospital,Hollister,168,"1,795","6,892","$348,045 "
Hemet Global Medical Center,Hemet,417,"9,970","42,751","$821,196 "
Henry Mayo Newhall Memorial Hospital,Valencia,238,"11,109","49,029","$1,664,750 "
Hi-Desert Medical Center,Joshua Tree,175,"1,945","5,472","$318,620 "
Highland Hospital,Oakland,372,"10,580","59,337","$2,621,048 "
Hoag Hospital Irvine,Irvine,0,0,0,$0 
Hoag Hospital Newport Beach,Newport Beach,518,"31,135","130,372","$3,079,041 "
Hoag Orthopedic Institute,Irvine,70,"4,585","8,339","$410,979 "
Huntington Beach Hospital,Huntington Beach,131,"3,264","16,198","$230,254 "
Huntington Hospital,Pasadena,568,"27,431","115,763","$3,273,112 "
Inland Valley Medical Center,Wildomar,0,0,0,$0 
John F. Kennedy Memorial Hospital,Indio,130,"6,626","21,237","$1,070,601 "
Kaiser Permanente Roseville Medical Center,Roseville,340,"23,533","93,479","$2,468,816 "
Kaiser Permanente San Diego Medical Center,San Diego,0,0,0,$0 
Kaiser Permanente San Francisco Medical Center,San Francisco,239,"11,811","58,640","$42,665 "
Kaiser Permanente South San Francisco Medical Center,South San Francisco,120,"5,617","19,873","$141,943 "
Kaiser Permanente Zion Medical Center,San Diego,536,"25,202","107,544","$2,017,796 "
Kaweah Delta Health Care District,Visalia,581,"23,675","115,606","$2,210,690 "
Keck Hospital of USC,Los Angeles,330,"11,725","78,713","$3,469,205 "
Kern Medical Center,Bakersfield,222,"10,057","51,151","$849,792 "
LA Downtown Medical Center Downtown Campus,Los Angeles,234,"6,574","54,191","$235,103 "
La Palma Intercommunity Hospital,La Palma,140,"2,890","11,170","$196,842 "
Laguna Honda Hospital and Rehabilitation Center,San Francisco,780,24,93,"$423,268 "
Lakewood Regional Medical Center,Lakewood,172,"8,720","40,882","$1,603,301 "
Loma Linda University Children's Hospital,Loma Linda,343,"10,859","88,968","$2,326,858 "
Loma Linda University Medical Center,Loma Linda,524,"22,810","105,522","$5,905,347 "
Loma Linda University Medical Center - Murrieta,Murrieta,112,"8,348","32,915","$1,006,291 "
Loma Linda University Medical Center East Campus,Loma Linda,0,0,0,$0 
Loma Linda University Surgical Hospital,Redlands,0,0,0,$0 
Lompoc Valley Medical Center,Lompoc,170,"1,808","7,262","$179,169 "
Long Beach Medical Center,Long Beach,453,"21,321","96,989","$2,723,888 "
Los Alamitos Medical Center,Los Alamitos,146,"8,858","41,510","$1,778,551 "
Los Angeles Community Hospital,Los Angeles,324,"10,549","52,093","$553,556 "
Los Angeles Community Hospital at Norwalk,Norwalk,0,0,0,$0 
Los Angeles County and University of Southern California Medical Center,Los Angeles,670,"30,230","175,910","$3,977,954 "
Los Angeles Medical Center,Los Angeles,528,"24,306","126,450","$3,653,265 "
Los Robles Regional Medical Center,Thousand Oaks,327,"15,484","74,482","$3,135,881 "
Mad River Community Hospital,Arcata,49,"1,832","8,354","$219,838 "
Madera Community Hospital,Madera,106,"3,890","16,831","$202,640 "
Manteca Medical Center,Manteca,251,"11,793","42,615","$1,286,514 "
Marian Regional Medical Center,Santa Maria,388,"14,933","60,821","$2,435,811 "
Marina Del Rey Hospital,Marina Del Rey,103,"4,680","15,798","$604,619 "
Marshall Medical Center,Placerville,124,"5,133","22,005","$1,150,035 "
"Martin Luther King, Jr. Community Hospital",Los Angeles,131,"8,720","35,944","$2,289,701 "
Mee Memorial Hospital,King City,95,844,"3,066","$209,615 "
Memorial Hospital Los Banos,Los Banos,40,"1,199","4,930","$249,053 "
Memorial Hospital of Gardena,Gardena,172,"6,412","24,789","$697,044 "
Memorial Medical Center,Modesto,419,"15,932","78,330","$2,333,215 "
Menifee Global Medical Center,Menifee,84,"3,028","12,644","$233,912 "
Menlo Park Surgical Hospital,Menlo Park,16,225,346,"$54,086 "
Mercy General Hospital,Sacramento,419,"14,085","61,149","$3,001,298 "
Mercy Hospital Downtown Bakersfield,Bakersfield,226,"11,632","43,497","$1,348,578 "
Mercy Hospital of Folsom,Folsom,106,"6,827","25,384","$1,054,478 "
Mercy Hospital Southwest,Bakersfield,0,0,0,$0 
Mercy Medical Center,Merced,186,"11,860","49,054","$1,452,445 "
Mercy Medical Center Redding,Redding,262,"13,455","62,477","$1,843,469 "
Mercy San Juan Medical Center,Carmichael,370,"20,296","95,698","$3,239,223 "
Methodist Hospital,Arcadia,348,"14,208","69,736","$1,789,260 "
Methodist Hospital of Sacramento,Sacramento,329,"9,618","37,796","$1,334,586 "
Mills-Peninsula Medical Center,Burlingame,301,"10,158","51,771","$1,744,901 "
Mission Community Hospital,Panorama City,145,"9,046","44,713","$375,991 "
Mission Hospital Laguna Beach,Laguna Beach,189,"3,028","14,617","$246,219 "
Mission Hospital Mission Viejo,Mission Viejo,523,"17,856","78,352","$2,743,367 "
Modesto Medical Center,Modesto,0,0,0,$0 
Montclair Hospital Medical Center,Montclair,106,"3,218","10,490","$250,865 "
Monterey Park Hospital,Monterey Park,101,"4,898","21,067","$658,157 "
Moreno Valley Medical Center,Moreno Valley,94,"4,720","14,442","$396,159 "
Natividad Medical Center,Salinas,172,"8,488","35,339","$1,200,935 "
Naval Health Clinic Lemoore,Lemoore,0,0,0,$0 
Naval Hospital Camp Pendleton,Camp Pendleton,0,0,0,$0 
Naval Medical Center San Diego,San Diego,0,0,0,$0 
NorthBay Medical Center,Fairfield,182,"9,516","44,007","$3,798,736 "
NorthBay VacaValley Hospital,Vacaville,50,"2,683","11,822","$540,493 "
Northridge Hospital Medical Center,Northridge,394,"12,668","51,230","$2,331,869 "
Novato Community Hospital,Novato,47,"1,945","6,178","$238,713 "
O'Connor Hospital,San Jose,348,"9,357","39,283","$1,482,789 "
Oak Valley Hospital,Oakdale,150,680,"2,891","$179,602 "
Oakland Medical Center,Oakland,365,"20,686","90,961","$2,439,046 "
Olive View-UCLA Medical Center,Sylmar,304,"10,939","52,933",$0 
Olympia Medical Center,Los Angeles,204,"4,692","23,619","$595,128 "
Ontario Medical Center,Ontario,0,0,0,$0 
Orange Coast Memorial Medical Center,Fountain Valley,218,"11,962","45,983","$1,257,751 "
Orange County Global Medical Center,Santa Ana,228,"8,497","43,970","$913,044 "
Orange County-Irvine Medical Center,Irvine,0,0,0,$0 
Oroville Hospital,Oroville,133,"13,372","45,671","$907,054 "
Pacifica Hospital of the Valley,Sun Valley,231,"3,812","18,060","$153,417 "
Palmdale Regional Medical Center,Palmdale,184,"8,196","33,682","$1,441,416 "
Palo Verde Hospital,Blythe,51,983,"2,508","$65,855 "
Palomar Medical Center Downtown Escondido,Escondido,0,0,0,$0 
Palomar Medical Center Escondido,Escondido,329,"24,148","89,760","$3,293,816 "
Palomar Medical Center Poway,Poway,236,"5,635","19,869","$837,912 "
Panorama City Medical Center,Panorama City,218,"8,693","33,384","$1,318,936 "
Paradise Valley Hospital,National City,291,"8,313","45,720","$448,416 "
Parkview Community Hospital Medical Center,Riverside,191,"8,149","36,311","$765,922 "
Patients Hospital of Redding,Redding,10,159,306,"$26,974 "
Petaluma Valley Hospital,Petaluma,80,"2,700","10,742","$508,592 "
PIH Health Hospital - Downey,Downey,199,"8,063","30,213","$990,609 "
PIH Health Hospital - Whittier,Whittier,384,"17,532","73,313","$3,657,657 "
Pioneers Memorial Hospital,Brawley,107,"4,992","20,569","$458,362 "
Placentia-Linda Hospital,Placentia,114,"2,967","9,735","$885,728 "
Pomona Valley Hospital Medical Center,Pomona,412,"21,427","100,547","$4,476,735 "
Porterville Developmental Center,Porterville,44,50,811,"$173,197 "
Providence Holy Cross Medical Center,Mission Hills,377,"17,839","81,440","$2,602,446 "
Providence Little Company of Mary Medical Center San Pedro,San Pedro,356,"5,330","24,644","$776,876 "
Providence Little Company of Mary Medical Center Torrance,Torrance,442,"17,980","74,460","$2,065,567 "
Providence Saint Joseph Medical Center,Burbank,392,"15,964","73,132","$2,487,010 "
Providence Tarzana Medical Center,Tarzana,246,"12,823","52,685","$1,292,573 "
Queen of the Valley Medical Center,Napa,166,"6,423","29,505","$1,498,558 "
Rancho Los Amigos National Rehabilitation Center,Downey,210,"1,899","21,353","$568,699 "
Rancho Springs Medical Center,Murrieta,240,"15,834","52,738","$1,426,302 "
Redlands Community Hospital,Redlands,229,"11,177","46,614","$1,526,187 "
Redwood City Medical Center,Redwood City,149,"8,205","29,624","$839,827 "
Regional Medical Center of San Jose,San Jose,258,"14,893","80,140","$4,387,642 "
Richmond Medical Center,Richmond,0,0,0,$0 
Riverside Community Hospital,Riverside,478,"24,300","122,460","$5,263,182 "
Riverside Medical Center,Riverside,226,"10,014","44,187","$54,518 "
Riverside University Medical Center,Moreno Valley,439,"19,161","108,469","$1,570,896 "
Robert E. Bush Naval Hospital,Twentynine Palms,0,0,0,$0 
Ronald Reagan UCLA Medical Center,Los Angeles,445,"22,945","166,121","$5,140,535 "
Sacramento Medical Center,Sacramento,287,"12,242","49,780","$2,152,881 "
Saddleback Medical Center,Laguna Hills,248,"11,939","46,100","$1,323,941 "
Saint Agnes Medical Center,Fresno,385,"24,569","118,121","$1,924,865 "
Saint Bernardine Medical Center,San Bernardino,328,"15,307","66,653","$1,876,590 "
Saint Elizabeth Community Hospital,Red Bluff,49,"3,191","10,864","$503,268 "
Saint Francis Medical Center,Lynwood,374,"19,807","101,094","$1,896,998 "
Saint Francis Memorial Hospital,San Francisco,211,"3,621","17,732","$926,481 "
Saint John's Pleasant Valley Hospital,Camarillo,155,"3,806","14,616","$558,290 "
Saint John's Regional Medical Center,Oxnard,265,"10,593","50,030","$1,551,509 "
Saint Joseph Hospital,Orange,446,"19,280","81,128","$2,912,481 "
Saint Joseph Hospital Acute Rehabilitation Unit,Eureka,0,0,0,$0 
Saint Joseph Hospital Eureka,Eureka,149,"6,914","33,960","$1,396,649 "
Saint Joseph's Medical Center,Stockton,348,"20,618","96,677","$3,677,037 "
Saint Jude Medical Center,Fullerton,320,"14,179","63,334","$2,383,060 "
Saint Louise Regional Hospital,Gilroy,72,"3,023","11,489","$487,767 "
Saint Mary Medical Center,Apple Valley,212,"14,145","67,995","$1,723,298 "
Saint Mary's Medical Center,San Francisco,159,"3,875","19,584","$899,242 "
Saint Rose Hospital,Hayward,195,"4,941","22,139","$619,899 "
Salinas Valley Memorial Hospital,Salinas,240,"11,385","48,314","$2,130,504 "
San Antonio Regional Hospital,Upland,363,"17,726","71,312","$2,259,006 "
San Dimas Community Hospital,San Dimas,95,"3,578","13,199","$249,129 "
San Francisco VA Medical Center,San Francisco,0,0,0,$0 
San Gabriel Valley Medical Center,San Gabriel,273,"8,411","41,494","$1,113,569 "
San Gorgonio Memorial Hospital,Banning,61,"2,858","10,460","$294,589 "
San Joaquin General Hospital,French Camp,196,"10,432","48,402","$1,639,047 "
San Jose Medical Center Main Campus,San Jose,235,"11,607","41,678","$1,238,690 "
San Leandro Hospital,San Leandro,45,"2,854","12,095","$434,067 "
San Leandro Medical Center,San Leandro,206,"11,608","44,320","$1,485,405 "
San Mateo Medical Center,San Mateo,508,"2,292","13,731","$473,387 "
San Rafael Medical Center,San Rafael,116,"4,133","15,002","$579,602 "
San Ramon Regional Medical Center,San Ramon,123,"4,730","18,419","$1,143,695 "
Santa Barbara Cottage Hospital,Santa Barbara,363,"17,068","83,166","$1,891,266 "
Santa Clara Medical Center,Santa Clara,327,"18,661","83,191",$0 
Santa Clara Valley Medical Center,San Jose,974,"21,100","120,937","$4,245,690 "
Santa Paula Hospital,Santa Paula,0,0,0,$0 
Santa Rosa Hospital,Santa Rosa,173,"9,456","35,672","$951,504 "
Santa Rosa Memorial Hospital,Santa Rosa,298,"12,004","67,738","$3,019,575 "
Scripps Green Hospital,La Jolla,150,"8,028","29,500","$1,417,925 "
Scripps Memorial Hospital Encinitas,Encinitas,193,"12,103","48,340","$1,363,718 "
Scripps Memorial Hospital La Jolla,La Jolla,365,"18,731","87,972","$3,543,390 "
Scripps Mercy Hospital Chula Vista,Chula Vista,173,"9,592","47,697","$310,012 "
Scripps Mercy Hospital San Diego,San Diego,523,"29,399","130,930","$3,472,243 "
Sequoia Hospital,Redwood City,208,"5,412","21,850","$1,265,489 "
Seton Medical Center,Daly City,434,"4,477","19,390","$1,466,907 "
Seton Medical Center Coastside,Moss Beach,0,0,0,$0 
Sharp Chula Vista Medical Center,Chula Vista,343,"15,528","75,139","$2,216,676 "
Sharp Coronado Hospital,Coronado,181,"2,080","6,896","$387,702 "
Sharp Grossmont Hospital,La Mesa,524,"26,552","116,601","$3,745,598 "
Sharp Mary Birch Hospital for Women and Newborns,San Diego,0,0,0,$0 
Sharp Memorial Hospital,San Diego,862,"33,122","169,224","$5,622,192 "
Shasta Regional Medical Center,Redding,226,"6,736","30,269","$809,107 "
Sherman Oaks Hospital,Sherman Oaks,153,"5,070","20,540","$404,027 "
Sierra Nevada Memorial Hospital,Grass Valley,104,"5,365","19,665","$723,678 "
Sierra View District Hospital,Porterville,163,"6,182","26,404","$667,067 "
Sierra Vista Regional Medical Center,San Luis Obispo,162,"5,615","26,366","$967,250 "
Sonoma Developmental Center,Eldridge,13,59,"1,024","$123,257 "
Sonoma Specialty Hospital,Sebastopol,37,"5,074","1,590","$25,811 "
Sonoma Valley Hospital,Sonoma,75,"1,022","3,940","$272,037 "
South Bay Medical Center,Harbor City,257,"10,793","40,205","$1,479,009 "
South Coast Global Medical Center,Santa Ana,178,"3,296","14,535","$287,974 "
South Sacramento Medical Center,Sacramento,209,"14,971","56,467","$1,918,236 "
Southern California Hospital at Culver City,Culver City,406,"7,021","35,870","$661,412 "
Southern California Hospital at Hollywood,Hollywood,612,"19,465","107,073","$1,162,900 "
St. Mary Medical Center Long Beach,Long Beach,284,"11,687","56,990","$1,108,338 "
Stanford Health - ValleyCare - Pleasanton,Pleasanton,0,0,0,$0 
Stanford Health Care - ValleyCare-Livermore,Livermore,207,"8,287","27,043","$1,260,139 "
Stanford Hospital,Stanford,477,"26,067","144,224","$17,968,318 "
Stanislaus Surgical Hospital,Modesto,23,476,889,"$117,296 "
Sutter Amador Hospital,Jackson,52,"2,184","9,432","$289,980 "
Sutter Auburn Faith Hospital,Auburn,64,"3,070","10,265","$515,068 "
Sutter Coast Hospital,Crescent City,49,"2,195","7,875","$271,793 "
Sutter Davis Hospital,Davis,48,"3,038","13,160","$450,202 "
Sutter Delta Medical Center,Antioch,145,"6,710","29,071","$784,306 "
Sutter Maternity and Surgery Center of Santa Cruz,Santa Cruz,30,678,"4,693","$204,102 "
Sutter Medical Center,Sacramento,523,"24,722","140,335","$3,760,976 "
Sutter Roseville Medical Center,Roseville,328,"17,463","75,374","$2,268,782 "
Sutter Santa Rosa Regional Hospital,Santa Rosa,84,"5,603","28,594","$882,401 "
Sutter Solano Medical Center,Vallejo,106,"3,786","18,322","$568,324 "
Sutter Surgical Hospital - North Valley,Yuba City,14,485,"1,154","$80,798 "
Sutter Tracy Community Hospital,Tracy,77,"3,405","11,977","$455,081 "
Temecula Valley Hospital,Temecula,140,"8,989","36,273","$886,410 "
Thousand Oaks Surgical Hospital,Thousand Oaks,21,"1,284","2,877","$175,711 "
Torrance Memorial Medical Center,Torrance,512,"26,197","109,202","$3,930,403 "
Tri-City Medical Center,Oceanside,305,"11,454","55,090","$1,508,326 "
Twin Cities Community Hospital,Templeton,122,"4,538","18,120","$796,968 "
UC Davis Medical Center,Sacramento,617,"29,526","185,940","$9,116,984 "
UC San Diego Health - La Jolla Jacobs Medical Center,La Jolla,0,0,0,$0 
UC San Diego Health System - Hillcrest,San Diego,701,"33,464","208,561","$6,710,771 "
UCI Health,Orange,414,"20,911","105,093","$4,328,713 "
UCLA Mattel Children's Hospital,Los Angeles,0,0,0,$0 
"UCLA Medical Center, Santa Monica",Santa Monica,281,"15,321","78,570","$1,661,236 "
UCSF Medical Center at Mission Bay,San Francisco,0,0,0,$0 
UCSF Medical Center at Parnassus,San Francisco,785,"35,170","235,547","$15,270,254 "
UCSF Medical Center Betty Irene Moore Women's Hospital,San Francisco,0,0,0,$0 
USC Norris Comprehensive Cancer Center,Los Angeles,60,"1,556","13,660","$764,436 "
USC Verdugo Hills Hospital,Glendale,165,"5,749","19,008","$622,400 "
VA Central California Health Care System,Fresno,0,0,0,$0 
VA Greater Los Angeles Healthcare System - West Los Angeles Medical Center,Los Angeles,0,0,0,$0 
VA Loma Linda Healthcare System,Loma Linda,0,0,0,$0 
VA Long Beach Healthcare System,Long Beach,0,0,0,$0 
VA Northern California Health Care System - Valley Division - Sacramento VA Medical Center,Mather,0,0,0,$0 
VA Palo Alto Health Care System - Palo Alto Division,Palo Alto,0,0,0,$0 
VA San Diego Healthcare System,San Diego,0,0,0,$0 
Vacaville Medical Center,Vacaville,140,"5,904","25,547","$862,124 "
Vallejo Hospital & Medical Offices,Vallejo,248,"8,475","34,738","$1,240,674 "
Valley Presbyterian Hospital,Van Nuys,350,"12,970","71,916","$925,086 "
Ventura County Medical Center,Ventura,272,"13,756","47,378","$1,746,204 "
Victor Valley Global Medical Center,Victorville,101,"5,263","21,496","$334,765 "
Walnut Creek Medical Center,Walnut Creek,554,"17,757","90,557","$4,314,033 "
Walnut Creek Medical Center,Walnut Creek,233,"11,768","49,160",$0 
Washington Hospital,Fremont,320,"12,063","63,210","$2,134,671 "
Watsonville Community Hospital,Watsonville,106,"3,618","16,606","$942,970 "
Weed Army Community Hospital,Fort Irwin,0,0,0,$0 
West Anaheim Medical Center,Anaheim,219,"6,551","24,450","$520,734 "
West Covina Medical Center,West Covina,46,563,"1,859","$57,489 "
West Hills Hospital & Medical Center,West Hills,228,"8,802","41,828","$1,976,495 "
West Los Angeles Medical Center,Los Angeles,265,"8,946","31,484","$308,494 "
Whittier Hospital Medical Center,Whittier,178,"7,619","30,949","$780,150 "
Woodland Memorial Hospital,Woodland,108,"3,490","10,719","$797,865 "
Zuckerberg San Francisco General Hospital and Trauma Center,San Francisco,397,"15,244","86,146","$3,676,413 "
