Hospital Name,City,Staffed,Total,Patient,Gross Patient
Princeton Baptist Medical Center,Birmingham,309,"13,790","70,611","$2,038,892 "
Providence Hospital,Mobile,349,"13,968","71,743","$836,356 "
Regional Medical Center of Central Alabama,Greenville,57,853,"2,928","$133,383 "
Riverview Regional Medical Center,Gadsden,281,"6,497","24,619","$868,860 "
RMC Anniston,Anniston,270,"12,948","58,659","$1,341,383 "
Russell Medical Center,Alexander City,34,"2,380","8,115","$217,951 "
Russellville Hospital,Russellville,49,"1,699","5,958","$124,297 "
Saint Vincent's Birmingham,Birmingham,400,"21,302","103,744","$2,295,347 "
Saint Vincent's Chilton,Clanton,26,723,"2,335","$150,254 "
Saint Vincent's East,Birmingham,349,"14,059","82,556","$1,195,134 "
Saint Vincent's Saint Clair,Pell City,40,"1,850","8,561","$246,639 "
Shelby Baptist Medical Center,Alabaster,252,"10,376","46,061","$1,260,234 "
Shoals Hospital,Muscle Shoals,184,"1,194","5,448","$113,123 "
South Baldwin Regional Medical Center,Foley,112,"6,727","26,065","$1,160,116 "
Southeast Health Medical Center,Dothan,327,"19,963","95,560","$1,839,801 "
Springhill Medical Center,Mobile,209,"11,527","59,522","$689,050 "
Thomas Hospital,Fairhope,141,"10,337","38,655","$605,660 "
Troy Regional Medical Center,Troy,115,"1,736","5,794","$149,673 "
UAB Callahan Eye Hospital,Birmingham,12,130,293,"$205,396 "
UAB Hospital,Birmingham,"1,205","44,804","317,372","$6,995,013 "
UAB Hospital Highlands,Birmingham,73,"3,641","12,477","$288,780 "
USA Health University Hospital,Mobile,149,"8,443","49,731","$474,193 "
Vaughan Regional Medical Center,Selma,109,"5,216","17,242","$571,054 "
Walker Baptist Medical Center,Jasper,259,"5,842","23,886","$797,564 "
Wiregrass Medical Center,Geneva,185,956,"4,419","$46,651 "
