Hospital Name,City,Staffed,Total,Patient,Gross Patient
Helen Hayes Hospital,West Haverstraw,155,0,0,"$109,916 "
Highland Hospital,Rochester,235,"16,725","88,356","$892,569 "
Hospital for Special Surgery,New York,215,"15,772","47,370","$2,151,514 "
Huntington Hospital,Huntington,280,"15,261","66,201","$1,176,339 "
Interfaith Medical Center,Brooklyn,243,"7,073","39,270","$539,049 "
Ira Davenport Memorial Hospital,Bath,135,250,628,"$76,115 "
Jack D. Weiler Hospital,Bronx,0,0,0,$0 
Jamaica Hospital Medical Center,Jamaica,594,"15,321","76,376","$966,898 "
James J. Peters VA Medical Center,Bronx,0,0,0,$0 
John T. Mather Memorial Hospital,Port Jefferson,248,"10,472","58,577","$1,273,802 "
Jones Memorial Hospital,Wellsville,49,"1,724","7,256","$105,648 "
Keller Army Community Hospital,West Point,0,0,0,$0 
Kenmore Mercy Hospital,Kenmore,344,"7,966","31,343","$389,889 "
Kingsbrook Jewish Medical Center,Brooklyn,746,"6,618","42,403","$937,481 "
Lenox Hill Hospital,New York,449,"27,874","118,159","$3,834,802 "
Long Island Jewish Forest Hills Hospital,Forest Hills,227,"15,009","75,691","$1,030,735 "
Long Island Jewish Medical Center,New Hyde Park,"1,549","71,299","365,219","$9,678,601 "
Long Island Jewish Valley Stream,Valley Stream,337,"8,102","37,882","$750,801 "
Maimonides Medical Center,Brooklyn,711,"34,994","194,690","$3,549,561 "
Massena Hospital,Massena,50,"1,573","6,512","$113,063 "
Memorial Sloan-Kettering Cancer Center,New York,498,"24,139","171,716","$7,929,799 "
Mercy Hospital of Buffalo,Buffalo,470,"18,591","91,807","$1,036,453 "
Mercy Medical Center,Rockville Centre,375,"9,100","47,366","$1,037,183 "
Midhudson Regional Hospital of Westchester Medical Center,Poughkeepsie,243,"5,805","34,600","$437,716 "
Millard Fillmore Suburban Hospital,Williamsville,0,0,0,$0 
Monroe Community Hospital,Rochester,571,0,0,"$114,086 "
Montefiore Hospital- Moses Campus,Bronx,"1,529","88,041","483,151","$13,189,711 "
Montefiore Mount Vernon Hospital,Mount Vernon,85,"3,038","14,056","$258,619 "
Montefiore New Rochelle Hospital,New Rochelle,301,"6,448","31,370","$492,432 "
Montefiore Nyack Hospital,Nyack,235,"10,413","56,968","$1,157,523 "
Montefiore St. Lukes Cornwall,Newburgh,193,"10,231","47,898","$871,362 "
Montefiore Wakefield Campus,Bronx,345,"13,485","83,657","$647,213 "
Montefiore Westchester Square Campus,Bronx,140,"2,929","20,347","$108,653 "
Mount Saint Mary's Hospital,Lewiston,143,"4,820","32,052","$179,697 "
Mount Sinai Brooklyn,Brooklyn,0,0,0,$0 
Mount Sinai Queens,Astoria,235,"9,108","60,818","$129,731 "
Mount Sinai Beth Israel Medical Center,New York,554,"23,603","138,557","$3,204,060 "
Mount Sinai Morningside,New York,783,"32,314","176,754","$3,831,899 "
Mount Sinai South Nassau,Oceanside,407,"18,713","105,708","$2,419,200 "
Mount Sinai West,New York,0,0,0,$0 
MVHS - St. Luke's Campus,Utica,255,"12,306","60,436","$895,445 "
MVHS - Faxton Campus,Utica,0,0,0,$0 
MVHS - St. Elizabeth Campus,Utica,201,"9,298","47,563","$679,232 "
Nassau University Medical Center,East Meadow,530,"17,113","81,662","$1,227,568 "
Nathan Littauer Hospital,Gloversville,142,"2,407","8,507","$327,665 "
New York Community Hospital,Brooklyn,134,"7,529","35,541","$225,302 "
New York Presbyterian/Columbia University Irving Medical Center,New York,0,0,0,$0 
New York Presbyterian/Weill Cornell Medical Center,New York,"2,650","111,301","701,074","$18,677,245 "
Newark-Wayne Community Hospital,Newark,297,"5,139","19,722","$285,521 "
NewYork-Presbyterian Queens Hospital,Flushing,492,"31,315","162,184","$2,560,661 "
NewYork-Presbyterian Allen Hospital,New York,0,0,0,$0 
NewYork-Presbyterian Brooklyn Methodist Hospital,Brooklyn,591,"32,433","172,308","$2,529,630 "
NewYork-Presbyterian Hudson Valley Hospital,Cortlandt Manor,128,"7,827","34,124","$876,832 "
NewYork-Presbyterian Lawrence Hospital,Bronxville,208,"11,173","57,530","$966,891 "
"NewYork-Presbyterian, Lower Manhattan Hospital",New York,132,"8,655","45,964","$272,967 "
Niagara Falls Memorial Medical Center,Niagara Falls,133,"4,578","21,777","$205,572 "
North Shore University Hospital,Manhasset,"1,040","48,079","283,762","$7,580,414 "
Northern Dutchess Hospital,Rhinebeck,84,"5,192","19,440","$317,717 "
Northern Westchester Hospital,Mount Kisco,195,"8,581","35,790","$748,940 "
NYC Health + Hospitals Bellevue,New York,912,"18,999","124,012","$1,558,633 "
NYC Health + Hospitals Coney Island,Brooklyn,371,"13,092","85,854","$973,671 "
NYC Health + Hospitals Elmhurst,Elmhurst,500,"17,680","107,541","$1,333,424 "
NYC Health + Hospitals Harlem,New York,282,"9,651","60,833","$580,051 "
NYC Health + Hospitals Jacobi,Bronx,439,"16,900","95,634","$1,037,934 "
NYC Health + Hospitals Kings County,Brooklyn,634,"16,077","101,980","$1,348,496 "
NYC Health + Hospitals Lincoln,Bronx,347,"18,730","83,863","$950,933 "
NYC Health + Hospitals Metropolitan,New York,338,"5,600","29,732","$472,104 "
NYC Health + Hospitals North Central Bronx,Bronx,200,"5,312","23,651","$335,938 "
NYC Health + Hospitals Queens,Jamaica,253,"11,885","59,287","$988,391 "
NYC Health + Hospitals Woodhull,Brooklyn,371,"9,091","49,210","$739,791 "
NYU Langone Hospital - Brooklyn,Brooklyn,388,"23,168","104,926","$2,577,087 "
NYU Langone Orthopedic Hospital,New York,160,"5,443","23,915","$325,774 "
NYU Langone Tisch Hospital,New York,"1,629","65,273","311,369","$21,841,094 "
NYU Winthrop Hospital,Mineola,511,"34,552","174,843","$8,949,260 "
Olean General Hospital,Olean,567,"7,889","36,689","$423,222 "
Oneida Healthcare Center,Oneida,261,"2,520","10,000","$243,570 "
Orange Regional Medical Center,Middletown,383,"21,181","99,050","$1,755,704 "
Oswego Hospital,Oswego,164,"3,358","13,960","$241,875 "
Our Lady of Lourdes Memorial Hospital,Binghamton,161,"9,534","42,091","$1,046,549 "
Peconic Bay Medical Center,Riverhead,184,"8,541","36,611","$735,927 "
Phelps Memorial Hospital Center,Sleepy Hollow,220,"6,388","38,481","$1,015,807 "
Plainview Hospital,Plainview,156,"8,179","39,100","$690,559 "
Putnam Hospital Center,Carmel,140,"5,611","19,746","$434,641 "
Richmond University Medical Center,Staten Island,300,"11,943","63,447","$1,003,629 "
Rochester General Hospital,Rochester,516,"30,137","150,969","$2,404,954 "
Rockefeller University Hospital,New York,0,0,0,$0 
Rome Memorial Hospital,Rome,171,"2,879","11,893","$292,397 "
Roswell Park Cancer Institute,Buffalo,133,"5,307","40,867","$1,622,622 "
Saint Anthony Community Hospital,Warwick,60,"1,975","7,746","$430,151 "
Saint Barnabas Hospital,Bronx,332,"13,301","63,398","$899,974 "
Saint Catherine of Siena Medical Center,Smithtown,546,"10,527","50,371","$1,048,852 "
Saint Charles Hospital,Port Jefferson,243,"9,315","50,089","$908,830 "
Saint Francis Hospital The Heart Center,Roslyn,364,"18,518","97,198","$3,346,599 "
Saint James Hospital,Hornell,15,848,"2,857","$69,350 "
Saint John's Episcopal Hospital,Far Rockaway,209,"6,813","46,059","$678,596 "
Saint John's Riverside Hospital - Andrus Pavilion,Yonkers,321,"17,069","94,151","$825,058 "
Saint John's Riverside Hospital - Dobbs Ferry Pavilion,Dobbs Ferry,50,"1,837","8,893","$78,006 "
Saint Joseph's Hospital,Elmira,176,303,"6,279","$104,892 "
Saint Joseph's Hospital Health Center,Syracuse,435,"25,614","116,850","$1,485,600 "
Saint Joseph's Medical Center,Yonkers,271,"4,216","29,340","$349,383 "
Saint Mary's Hospital at Amsterdam,Amsterdam,290,"4,513","23,553","$489,530 "
Saint Peter's Hospital,Albany,482,"27,097","139,256","$2,078,525 "
Samaritan Hospital - Main Campus,Troy,257,"8,882","46,146","$797,809 "
Samaritan Hospital - Saint Mary's Campus,Troy,20,454,"6,212","$218,105 "
Samaritan Hospital-Albany Memorial Campus,Albany,73,"1,714","6,488","$323,293 "
Samaritan Medical Center,Watertown,286,"7,160","38,154","$643,533 "
Saratoga Hospital,Saratoga Springs,171,"10,276","52,025","$1,284,432 "
Sisters of Charity Hospital,Buffalo,466,"15,135","78,523","$753,650 "
Sisters of Charity Hospital - Saint Joseph Campus,Buffalo,119,"6,318","36,997","$189,421 "
Southside Hospital,Bay Shore,278,"21,093","97,176","$1,892,582 "
St. John's Riverside Hospital ParkCare Pavilion,Yonkers,190,"4,981","37,019","$51,098 "
St. Joseph Hospital,Bethpage,203,"6,152","29,720","$599,629 "
Staten Island University Hospital,Staten Island,627,"36,635","189,814","$3,266,742 "
Stony Brook Eastern Long Island Hospital,Greenport,90,"2,058","12,179","$181,550 "
Stony Brook Southampton Hospital,Southampton,94,"4,318","17,668","$571,254 "
Stony Brook University Hospital,Stony Brook,695,"35,811","206,843","$4,678,106 "
Strong Memorial Hospital,Rochester,852,"38,002","266,201","$4,742,013 "
Sunnyview Rehabilitation Hospital,Schenectady,115,450,"3,846","$121,065 "
Syosset Hospital,Syosset,74,"1,952","4,688","$52,333 "
Syracuse VA Medical Center,Syracuse,0,0,0,$0 
The Brookdale University Hospital and Medical Center,Brooklyn,797,"12,154","71,367","$948,197 "
The Brooklyn Hospital Center,Brooklyn,282,"14,786","85,684","$1,617,965 "
The Mount Sinai Hospital,New York,"1,161","55,420","361,731","$7,907,731 "
The New York Eye and Ear Infirmary,New York,16,322,842,"$373,927 "
The University of Vermont Health Network Champlain Valley Physicians Hospital,Plattsburgh,354,"8,983","49,835","$1,006,311 "
The University of Vermont Health Network-Alice Hyde Medical Center,Malone,183,"1,687","5,617","$209,082 "
UHS Binghamton General Hospital,Binghamton,474,"15,405","81,619","$1,561,736 "
UHS Chenango Memorial Hospital,Norwich,138,"1,184","4,211","$184,342 "
UHS Wilson Medical Center,Johnson City,0,0,0,$0 
United Memorial Medical Center,Batavia,133,"4,362","19,239","$283,370 "
Unity Hospital,Rochester,468,"17,663","99,573","$1,022,478 "
University Hospital of Brooklyn,Brooklyn,323,"10,599","68,972","$997,255 "
UPMC Chautauqua,Jamestown,199,"5,555","27,609","$225,890 "
Upstate University Hospital,Syracuse,735,"31,023","162,541","$3,425,801 "
Upstate University Hospital - Community Campus,Syracuse,306,"6,931","38,644","$237,430 "
UR Medicine Noyes Health,Dansville,67,"2,351","8,204","$156,558 "
VA Hudson Valley Health Care System - Montrose Campus,Montrose,0,0,0,$0 
VA New York Harbor Healthcare System - Brooklyn Campus,Brooklyn,0,0,0,$0 
VA New York Harbor Healthcare System - Manhattan Campus,New York,0,0,0,$0 
Vassar Brothers Medical Center,Poughkeepsie,365,"21,637","98,675","$1,747,674 "
Westchester Medical Center,Valhalla,885,"23,283","195,543","$6,525,425 "
Westfield Memorial Hospital,Westfield,4,11,41,"$25,306 "
White Plains Hospital,White Plains,292,"18,845","87,237","$1,990,134 "
Wyckoff Heights Medical Center,Brooklyn,257,"12,936","58,856","$724,370 "
Wyoming County Community Health System,Warsaw,200,"1,455","5,314","$81,340 "
