Hospital Name,City,Staffed,Total,Patient,Gross Patient
UPMC Shadyside,Pittsburgh,433,"22,192","121,785","$1,375,973 "
UPMC Somerset,Somerset,99,"1,968","7,378","$246,853 "
UPMC Susquehanna Lock Haven,Lock Haven,137,819,"2,836","$209,880 "
UPMC Susquehanna Williamsport Regional Medical Center,Williamsport,255,"10,654","49,709","$1,370,723 "
VA Butler Healthcare,Butler,0,0,0,$0 
VA Pittsburgh Healthcare System - University Drive Campus,Pittsburgh,0,0,0,$0 
Valley Forge Medical Center,Norristown,50,"1,170","12,573","$37,622 "
Warren General Hospital,Warren,85,"2,306","10,071","$217,783 "
Washington Health System Greene,Waynesburg,23,681,"2,065","$71,337 "
Washington Hospital,Washington,251,"8,921","35,904","$587,824 "
Wayne Memorial Hospital,Honesdale,90,"3,568","9,916","$355,612 "
WellSpan Chambersburg Hospital,Chambersburg,285,"9,362","33,814","$934,727 "
WellSpan Ephrata Community Hospital,Ephrata,141,"6,009","22,347","$772,366 "
Wellspan Gettysburg Hospital,Gettysburg,76,"4,552","17,114","$575,960 "
WellSpan Good Samaritan Hospital,Lebanon,159,"7,751","30,093","$749,967 "
Wellspan Surgery and Rehabilitation Hospital,York,73,836,"1,360","$151,843 "
Wellspan Waynesboro Hospital,Waynesboro,57,"2,301","7,725","$209,727 "
WellSpan York Hospital,York,585,"27,115","150,917","$2,812,732 "
West Penn Hospital,Pittsburgh,293,"13,445","75,030","$1,812,984 "
Wilkes-Barre General Hospital,Wilkes-Barre,277,"11,515","56,113","$2,207,628 "
Wilkes-Barre VA Medical Center,Wilkes-Barre,0,0,0,$0 
Wills Eye Hospital,Philadelphia,4,297,766,"$120,673 "
