Hospital Name,City,Staffed,Total,Patient,Gross Patient
Peterson Regional Medical Center,Kerrville,110,"3,497","11,343","$509,116 "
Providence Hospital of North Houston,Houston,16,274,959,"$225,723 "
Quail Creek Surgical Hospital,Amarillo,32,"2,251","4,071","$269,914 "
Resolute Health Hospital,New Braunfels,112,"4,420","17,191","$558,413 "
Rio Grande Regional Hospital,McAllen,320,"15,560","69,219","$2,057,280 "
Rolling Plains Memorial Hospital,Sweetwater,39,967,"3,783","$57,605 "
SageCrest Hospital of Carrollton,Carrollton,18,573,"1,716","$348,276 "
Saint Camillus Medical Center,Hurst,23,139,287,"$53,332 "
Saint David's Georgetown Hospital,Georgetown,96,"4,471","11,943","$137,386 "
Saint David's Medical Center,Austin,588,"26,462","130,982","$4,263,307 "
Saint David's North Austin Medical Center,Austin,393,"22,544","117,386","$2,681,397 "
Saint David's Round Rock Medical Center,Round Rock,169,"9,782","44,148","$1,461,593 "
Saint David's South Austin Medical Center,Austin,299,"19,649","98,035","$2,609,585 "
Saint Joseph Medical Center,Houston,378,"11,587","54,519","$1,424,262 "
Saint Joseph Medical Center in The Heights,Houston,0,0,0,$0 
Saint Luke's Baptist Hospital,San Antonio,0,0,0,$0 
Saint Mark's Medical Center,La Grange,38,967,"3,079","$75,411 "
San Angelo Community Medical Center,San Angelo,131,"4,151","17,362","$801,720 "
San Antonio Military Medical Center North - Brooke Army Medical Center,Fort Sam Houston,0,0,0,$0 
Scenic Mountain Medical Center,Big Spring,92,"2,489","8,065","$287,819 "
Seton Medical Center Harker Heights,Harker Heights,66,"4,415","10,865","$401,645 "
Seymour Hospital,Seymour,27,271,"1,026","$21,084 "
Shannon Medical Center,San Angelo,369,"13,409","58,353","$1,215,888 "
South Texas Spine & Surgical Hospital,San Antonio,30,"1,467","2,969","$146,067 "
South Texas Surgical Hospital,Corpus Christi,33,849,"1,986","$144,353 "
Southwest General Hospital,San Antonio,225,"9,637","40,575","$662,117 "
Starr County Memorial Hospital,Rio Grande City,48,"1,010","3,431","$50,986 "
Stephens Memorial Hospital,Breckenridge,14,298,875,"$39,178 "
Surgery Specialty Hospitals of America,Pasadena,37,121,244,"$50,660 "
Texas Emergency Hospital,Cleveland,107,"17,128","17,679","$58,595 "
Texas Health Allen,Allen,44,"3,380","9,382","$280,417 "
Texas Health Alliance,Fort Worth,101,"6,567","25,611","$406,434 "
Texas Health Arlington Medical Hospital,Arlington,229,"11,410","57,333","$1,036,470 "
Texas Health Azle,Azle,31,"1,546","5,121","$140,341 "
Texas Health Center for Diagnostics & Surgery,Plano,18,567,"1,022","$197,330 "
Texas Health Cleburne,Cleburne,109,"3,296","11,404","$271,985 "
Texas Health Dallas,Dallas,629,"25,050","134,103","$2,177,082 "
Texas Health Denton,Denton,196,"10,568","45,895","$912,232 "
Texas Health Fort Worth,Fort Worth,662,"37,380","201,424","$3,209,642 "
Texas Health Harris Methodist Hospital Southlake,Southlake,17,778,"1,360","$190,759 "
Texas Health Heart & Vascular Hospital Arlington,Arlington,47,"1,042","4,794","$196,126 "
Texas Health HEB,Bedford,249,"11,317","48,379","$903,961 "
Texas Health Huguley Hospital Fort Worth South,Burleson,213,"10,669","48,604","$998,633 "
Texas Health Kaufman,Kaufman,63,"1,343","3,645","$155,394 "
Texas Health Plano,Plano,369,"20,384","81,514","$1,254,475 "
Texas Health Presbyterian Hospital Flower Mound,Flower Mound,99,"8,321","22,787","$459,599 "
Texas Health Southwest,Fort Worth,245,"14,554","53,609","$1,052,867 "
Texas Health Stephenville,Stephenville,50,"1,751","5,529","$163,417 "
Texas Institute for Surgery,Dallas,9,560,"1,139","$178,510 "
Texas Orthopedic Hospital,Houston,49,"3,717","7,436","$916,005 "
Texoma Medical Center,Denison,378,"19,430","89,322","$1,820,150 "
The Hospital at Westlake Medical Center,West Lake Hills,23,816,"1,959","$81,331 "
The Hospitals of Providence East Campus,El Paso,182,"12,879","58,354","$1,912,476 "
The Hospitals of Providence Horizon City Campus,Horizon City,9,234,421,"$137,707 "
The Hospitals of Providence Memorial Campus,El Paso,320,"15,171","64,399","$2,202,208 "
The Hospitals of Providence Sierra Campus,El Paso,258,"7,477","34,944","$1,651,479 "
The Hospitals of Providence Transmountain Campus,El Paso,106,"4,389","17,609","$672,309 "
The Medical Center of Southeast Texas,Port Arthur,216,"7,687","33,668","$1,046,463 "
The Physicians Centre Hospital,Bryan,16,268,536,"$52,398 "
The University of Texas M. D. Anderson Cancer Center,Houston,674,"28,962","206,720","$7,267,641 "
The University of Texas Medical Branch Galveston Campus,Galveston,561,"32,396","143,799","$3,163,068 "
The Woman's Hospital of Texas,Houston,257,"14,055","112,999","$2,053,905 "
Thomas E. Creek VA Medical Center,Amarillo,0,0,0,$0 
Titus Regional Medical Center,Mount Pleasant,70,"2,890","11,219","$207,006 "
TOPS Surgical Specialty Hospital,Houston,16,640,"1,270","$174,802 "
Townsen Memorial Hospital,Humble,0,0,0,$0 
Tyler County Hospital,Woodville,25,305,861,"$17,098 "
United Memorial Medical Center,Houston,97,982,"8,096","$225,143 "
United Regional Eleventh Street Campus,Wichita Falls,250,"14,853","64,220","$1,095,543 "
University Hospital,San Antonio,633,"29,631","174,087","$3,419,322 "
University Medical Center,Lubbock,476,"20,784","120,762","$2,752,249 "
University Medical Center of El Paso,El Paso,271,"16,034","77,691","$1,220,153 "
USMD Hospital at Arlington,Arlington,34,"1,351","4,453","$295,796 "
USMD Hospital at Fort Worth,Fort Worth,8,201,413,"$77,176 "
UT Health Athens,Athens,127,"5,862","18,240","$591,209 "
UT Health Carthage,Carthage,42,691,"2,008","$95,492 "
UT Health Henderson,Henderson,41,"1,519","4,575","$188,384 "
UT Health Jacksonville,Jacksonville,32,"1,345","3,276","$152,480 "
UT Health North Campus Tyler,Tyler,130,"1,047","4,919","$278,108 "
UT Health Tyler,Tyler,339,"22,114","112,935","$2,972,300 "
Val Verde Regional Medical Center,Del Rio,47,"1,222","7,817","$268,762 "
Valley Baptist Medical Center - Harlingen,Harlingen,404,"16,907","78,044","$2,696,943 "
Valley Baptist Micro Hospital- Weslaco,Weslaco,0,0,0,$0 
Valley Regional Medical Center,Brownsville,214,"9,006","46,947","$1,601,290 "
VBMC - Brownsville,Brownsville,243,"9,346","40,851","$1,556,383 "
Wadley Regional Medical Center,Texarkana,199,"6,086","29,094","$590,756 "
West Texas VA Health Care System,Big Spring,0,0,0,$0 
Wilbarger General Hospital,Vernon,47,701,"2,551","$53,592 "
William Beaumont Army Medical Center,El Paso,0,0,0,$0 
William P. Clements Jr. University Hospital,Dallas,459,"22,342","128,380","$2,756,362 "
Wilson N. Jones Regional Medical Center,Sherman,226,"4,958","21,648","$386,119 "
Wise Health Surgical Hospital at Argyle,Argyle,0,0,0,$0 
Wise Health Surgical Hospital at Parkway,Fort Worth,36,370,"1,039","$185,928 "
Wise Regional Health System East Campus,Decatur,116,"5,148","20,377","$965,027 "
Women's Memorial Hermann Memorial City Hospital,Houston,0,0,0,$0 
Woodland Heights Medical Center,Lufkin,145,"5,666","23,998","$886,151 "
Zale Lipshy Pavilion-William P. Clements Jr. University Hospital,Dallas,148,"4,843","24,247","$468,509 "
